,Price,Rooms,Area,Floor,Location,Num_Rooms,Num_Halls,District
5310,18500,3+1,140,3. Kat,Sincan - Mustafa Kemal Mh.,3.0,1.0,Sincan
5311,10250,1+1,80,Bahçe katı,Pursaklar - Saray Cumhuriyet Mh.,1.0,1.0,Pursaklar
5312,9500,1+1,75,2. Kat,Pursaklar - Saray Cumhuriyet Mh.,1.0,1.0,Pursaklar
5313,10000,3+1,120,Bahçe katı,Pursaklar - Karaköy Mh.,3.0,1.0,Pursaklar
5314,12000,2+1,100,Yüksek giriş,Haymana - Yeni Mh.,2.0,1.0,Haymana
5315,20000,3+1,140,4. Kat,Sincan - Fevzi Çakmak Mh.,3.0,1.0,Sincan
5316,18000,3+1,120,Yüksek giriş,Sincan - Osmanlı Mh.,3.0,1.0,Sincan
5317,15750,3+1,115,2. Kat,Mamak - Şafaktepe Mh.,3.0,1.0,Mamak
5318,17200,3+1,96,Yüksek giriş,Mamak - Abidinpaşa Mh.,3.0,1.0,Mamak
5319,17750,3+1,129,2. Kat,Mamak - Bahçeleriçi Mh.,3.0,1.0,Mamak
5320,18750,3+1,135,1. Kat,Mamak - Çağlayan Mh.,3.0,1.0,Mamak
5321,20500,3+1,127,11. Kat,Mamak - Karaağaç Mh.,3.0,1.0,Mamak
5322,27500,3+1,127,5. Kat,Mamak - Demirlibahçe Mh.,3.0,1.0,Mamak
5323,30000,4+1,190,4. Kat,Mamak - Çağlayan Mh.,4.0,1.0,Mamak
5324,25500,3+1,125,2. Kat,Gölbaşı - Seğmenler Mh.,3.0,1.0,Gölbaşı
5325,20000,3+1,125,2. Kat,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5326,20000,1+1,61,17. Kat,Çankaya - Alacaatlı Mh.,1.0,1.0,Çankaya
5327,41000,5+1,240,7. Kat,Keçiören - Ovacık Mh.,5.0,1.0,Keçiören
5328,25000,3+1,140,3. Kat,Keçiören - Ayvalı Mh.,3.0,1.0,Keçiören
5329,20000,3+1,138,1. Kat,Keçiören - Etlik Mh.,3.0,1.0,Keçiören
5330,16500,1+1,80,6. Kat,Sincan - Mustafa Kemal Mh.,1.0,1.0,Sincan
5331,14000,2+1,80,2. Kat,Çankaya - Ertuğrulgazi Mh.,2.0,1.0,Çankaya
5332,14000,2+1,75,Düz Giriş (Zemin),Çankaya - Fakülteler Mh.,2.0,1.0,Çankaya
5333,25000,3+1,100,2. Kat,Çankaya - Ertuğrulgazi Mh.,3.0,1.0,Çankaya
5334,25500,3+1,145,4. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5335,20000,3+1,140,3. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5336,22000,3+1,145,4. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5337,17500,2+1,100,Yüksek giriş,Sincan - Mustafa Kemal Mh.,2.0,1.0,Sincan
5338,17000,3+1,125,3. Kat,Sincan - Andiçen Mh.,3.0,1.0,Sincan
5339,28500,3+1,140,1. Kat,Yenimahalle - Ergenekon Mh.,3.0,1.0,Yenimahalle
5340,13000,3+1,110,Yüksek giriş,Mamak - Hüseyingazi Mh.,3.0,1.0,Mamak
5341,25000,3+1,120,2. Kat,Mamak - Mutlu Mh.,3.0,1.0,Mamak
5342,14000,3+1,115,Kot 1 (-1). Kat,Mamak - Mehtap Mh.,3.0,1.0,Mamak
5343,15000,3+1,115,3. Kat,Sincan - Mareşal Çakmak Mh.,3.0,1.0,Sincan
5344,10500,3+1,115,3. Kat,Polatlı - Kurtuluş Mh.,3.0,1.0,Polatlı
5345,17000,2+1,100,1. Kat,Polatlı - Şehitlik Mh.,2.0,1.0,Polatlı
5346,15000,3+1,120,3. Kat,Polatlı - Kurtuluş Mh.,3.0,1.0,Polatlı
5347,19000,3+1,130,1. Kat,Keçiören - Sancaktepe Mh.,3.0,1.0,Keçiören
5348,19500,3+1,140,2. Kat,Keçiören - Esertepe Mh.,3.0,1.0,Keçiören
5349,24750,1+1,70,8. Kat,Etimesgut - Şehit Osman Avcı Mh.,1.0,1.0,Etimesgut
5350,15000,1+1,60,2. Kat,Etimesgut - Şeyh Şamil Mh.,1.0,1.0,Etimesgut
5351,32500,3+1,120,2. Kat,Çankaya - Malazgirt Mh.,3.0,1.0,Çankaya
5352,14500,1+1,45,1. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5353,23000,3+1,130,Yüksek giriş,Çankaya - Kırkkonaklar Mh.,3.0,1.0,Çankaya
5354,30000,3+2,300,3. Kat,Gölbaşı - Karşıyaka Mh.,3.0,2.0,Gölbaşı
5355,17000,3+1,120,1. Kat,Keçiören - Atapark Mh.,3.0,1.0,Keçiören
5356,15555,3+1,130,3. Kat,Keçiören - Kanuni Mh.,3.0,1.0,Keçiören
5357,29000,3+1,120,Kot 1 (-1). Kat,Keçiören - Aşağı Eğlence Mh.,3.0,1.0,Keçiören
5358,25000,4+1,185,5. Kat,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5359,18000,4+1,140,Kot 1 (-1). Kat,Keçiören - 19 Mayıs Mh.,4.0,1.0,Keçiören
5360,26000,3+1,115,Kot 2 (-2). Kat,Gölbaşı - Bahçelievler Mh.,3.0,1.0,Gölbaşı
5361,21000,1+1,60,2. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5362,21000,1+1,60,2. Kat,Gölbaşı - Bahçelievler Mh.,1.0,1.0,Gölbaşı
5363,16500,3+1,110,1. Kat,Çankaya - Harbiye Mh.,3.0,1.0,Çankaya
5364,25000,2+1,100,1. Kat,Çankaya - Harbiye Mh.,2.0,1.0,Çankaya
5365,14000,3+1,105,Yüksek giriş,Keçiören - Şefkat Mh.,3.0,1.0,Keçiören
5366,25000,3+1,125,2. Kat,Mamak - Mutlu Mh.,3.0,1.0,Mamak
5367,28000,2+1,70,Düz Giriş (Zemin),Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
5368,23000,2+1,90,Kot 1 (-1). Kat,Çankaya - Yukarı Bahçelievler Mh.,2.0,1.0,Çankaya
5369,25000,2+1,90,2. Kat,Etimesgut - Yeni Bağlıca Mh.,2.0,1.0,Etimesgut
5370,34000,2+1,90,3. Kat,Çankaya - Bahçelievler Mh.,2.0,1.0,Çankaya
5371,25000,2.5+1,110,3. Kat,Çankaya - Yukarı Bahçelievler Mh.,2.5,1.0,Çankaya
5372,30000,3+1,120,3. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
5373,28000,3+1,130,1. Kat,Çankaya - Yukarı Bahçelievler Mh.,3.0,1.0,Çankaya
5374,14000,3+1,120,Kot 1 (-1). Kat,Mamak - Mehtap Mh.,3.0,1.0,Mamak
5375,55000,2+1,127,21. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5376,19500,1+1,50,4. Kat,Keçiören - Basınevleri Mh.,1.0,1.0,Keçiören
5377,25000,3+1,135,1. Kat,Çankaya - Cevizlidere Mh.,3.0,1.0,Çankaya
5378,30000,4+1,170,4. Kat,Keçiören - Ayvalı Mh.,4.0,1.0,Keçiören
5379,16000,2+1,110,Yüksek giriş,Yenimahalle - Ergenekon Mh.,2.0,1.0,Yenimahalle
5380,13500,2+1,90,1. Kat,Sincan - Akşemsettin Mh.,2.0,1.0,Sincan
5381,12500,3+1,110,1. Kat,Mamak - Türközü Mh.,3.0,1.0,Mamak
5382,15500,3+1,135,2. Kat,Mamak - Harman Mh.,3.0,1.0,Mamak
5383,18500,3+1,125,3. Kat,Keçiören - Kafkas Mh.,3.0,1.0,Keçiören
5384,19000,2+1,80,Düz Giriş (Zemin),Etimesgut - Topçu Mh.,2.0,1.0,Etimesgut
5385,20000,4+1,145,2. Kat,Sincan - Mustafa Kemal Mh.,4.0,1.0,Sincan
5386,40000,2+1,95,5. Kat,Çankaya - Güzeltepe Mh.,2.0,1.0,Çankaya
5387,35000,1+1,108,5. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5388,70000,2+1,145,15. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5389,40000,1+1,108,3. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5390,33000,1+1,85,15. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5391,32000,1+1,85,1. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5392,35000,1+1,91,7. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5393,43000,2+1,110,21. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5394,42000,1+1,85,16. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5395,12500,3+1,130,4. Kat,Sincan - Akşemsettin Mh.,3.0,1.0,Sincan
5396,11000,2+1,95,Kot 1 (-1). Kat,Keçiören - Ayvalı Mh.,2.0,1.0,Keçiören
5397,16000,3+1,130,3. Kat,Sincan - Tandoğan Mh.,3.0,1.0,Sincan
5398,14500,3+1,105,3. Kat,Mamak - Balkiraz Mh.,3.0,1.0,Mamak
5399,16000,3+1,110,4. Kat,Sincan - Andiçen Mh.,3.0,1.0,Sincan
5400,16000,3+1,125,2. Kat,Pursaklar - Mimar Sinan Mh.,3.0,1.0,Pursaklar
5401,20000,3+1,180,11. Kat,Yenimahalle - Çiğdemtepe Mh.,3.0,1.0,Yenimahalle
5402,37000,3+1,148,5. Kat,Etimesgut - Ahi Mesut Mh.,3.0,1.0,Etimesgut
5403,19000,4+1,175,Çatı katı,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5404,20000,4+1,180,2. Kat,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5405,8500,3+1,130,Çatı katı,Polatlı - Cumhuriyet Mh.,3.0,1.0,Polatlı
5406,11000,3+1,145,4. Kat,Polatlı - Cumhuriyet Mh.,3.0,1.0,Polatlı
5407,9000,3+1,130,Çatı katı,Polatlı - Cumhuriyet Mh.,3.0,1.0,Polatlı
5408,12000,3+1,160,Çatı katı,Polatlı - Şehitlik Mh.,3.0,1.0,Polatlı
5409,55000,2+1,69,24. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5410,13500,3+1,120,Düz Giriş (Zemin),Sincan - Ahi Evran Mh.,3.0,1.0,Sincan
5411,20000,2+1,120,1. Kat,Sincan - İstasyon Mh.,2.0,1.0,Sincan
5412,14000,3+1,125,4. Kat,Sincan - İstasyon Mh.,3.0,1.0,Sincan
5413,15000,4+1,190,3. Kat,Polatlı - Zafer Mh.,4.0,1.0,Polatlı
5414,45000,1+1,55,24. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5415,15500,2+1,94,11. Kat,Etimesgut - Turkuaz Mh.,2.0,1.0,Etimesgut
5416,15000,2+1,100,Yüksek giriş,Etimesgut - İstasyon Mh.,2.0,1.0,Etimesgut
5417,20000,1+1,50,Düz Giriş (Zemin),Çankaya - İşçi Blokları Mh.,1.0,1.0,Çankaya
5418,59000,4+1,170,4. Kat,Çankaya - İlkbahar Mh.,4.0,1.0,Çankaya
5419,29000,4+1,190,9. Kat,Keçiören - Yükseltepe Mh.,4.0,1.0,Keçiören
5420,20000,3+1,115,1. Kat,Keçiören - Çiçekli Mh.,3.0,1.0,Keçiören
5421,20500,3+1,120,Kot 2 (-2). Kat,Keçiören - Sancaktepe Mh.,3.0,1.0,Keçiören
5422,18000,2+1,120,1. Kat,Sincan - İstasyon Mh.,2.0,1.0,Sincan
5423,19000,3+1,105,2. Kat,Yenimahalle - Ergenekon Mh.,3.0,1.0,Yenimahalle
5424,17500,3+1,110,Yüksek giriş,Keçiören - Atapark Mh.,3.0,1.0,Keçiören
5425,32500,2+1,100,1. Kat,Çankaya - Ayrancı Mh.,2.0,1.0,Çankaya
5426,14000,2+1,110,2. Kat,Etimesgut - 30 Ağustos Mh.,2.0,1.0,Etimesgut
5427,25000,4+1,160,1. Kat,Keçiören - Bağlum Güzelyurt Mh.,4.0,1.0,Keçiören
5428,18500,3+1,115,3. Kat,Sincan - Mustafa Kemal Mh.,3.0,1.0,Sincan
5429,20500,3+1,107,1. Kat,Sincan - Mustafa Kemal Mh.,3.0,1.0,Sincan
5430,16000,3+1,130,1. Kat,Sincan - Andiçen Mh.,3.0,1.0,Sincan
5431,12500,2+1,80,Yüksek giriş,Sincan - Selçuklu Mh.,2.0,1.0,Sincan
5432,27000,3+1,145,2. Kat,Çankaya - Mürsel Uluç Mh.,3.0,1.0,Çankaya
5433,15000,2+1,100,2. Kat,Yenimahalle - Karşıyaka Mh.,2.0,1.0,Yenimahalle
5434,16250,3+1,135,3. Kat,Sincan - Gökçek Mh.,3.0,1.0,Sincan
5435,10500,1+1,65,2. Kat,Etimesgut - Kazım Karabekir Mh.,1.0,1.0,Etimesgut
5436,52000,1+1,89,1. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5437,70000,1+1,55,3. Kat,Ayaş - Uğurçayırı Mh.,1.0,1.0,Ayaş
5438,19000,3+1,145,1. Kat,Altındağ - Karapürçek Mh.,3.0,1.0,Altındağ
5439,34000,3+1,130,Düz Giriş (Zemin),Çankaya - Gaziosmanpaşa Mh.,3.0,1.0,Çankaya
5440,16500,3+1,130,3. Kat,Sincan - Malazgirt Mh.,3.0,1.0,Sincan
5441,28000,3+1,130,1. Kat,Keçiören - Aşağı Eğlence Mh.,3.0,1.0,Keçiören
5442,20000,3+1,125,1. Kat,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
5443,20000,2+1,80,Kot 2 (-2). Kat,Çankaya - İlkadım Mh.,2.0,1.0,Çankaya
5444,22000,3+1,120,1. Kat,Keçiören - Aşağı Eğlence Mh.,3.0,1.0,Keçiören
5445,20500,3+1,135,4. Kat,Yenimahalle - Demetgül Mh.,3.0,1.0,Yenimahalle
5446,45000,4+1,200,4. Kat,Çankaya - Alacaatlı Mh.,4.0,1.0,Çankaya
5447,17900,3+1,115,2. Kat,Mamak - Şahintepe Mh.,3.0,1.0,Mamak
5448,13000,2+1,95,3. Kat,Sincan - Akşemsettin Mh.,2.0,1.0,Sincan
5449,17500,4+1,140,Kot 1 (-1). Kat,Keçiören - Hisar Mh.,4.0,1.0,Keçiören
5450,35000,3+1,250,Belirsiz,Yenimahalle - Uğur Mumcu Mh.,3.0,1.0,Yenimahalle
5451,25000,3+1,140,3. Kat,Çankaya - Küçükesat Mh.,3.0,1.0,Çankaya
5452,16500,3+1,125,2. Kat,Etimesgut - Elvan Mh.,3.0,1.0,Etimesgut
5453,26500,4+1,186,1. Kat,Pursaklar - Mimar Sinan Mh.,4.0,1.0,Pursaklar
5454,48500,4+1,250,21. Kat,Etimesgut - Yeşilova Mh.,4.0,1.0,Etimesgut
5455,8500,1+1,60,3. Kat,Mamak - Zirvekent Mh.,1.0,1.0,Mamak
5456,20000,4+1,170,9. Kat,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5457,12000,3+1,116,Bahçe katı,Altındağ - Baraj Mh.,3.0,1.0,Altındağ
5458,15000,3+1,100,3. Kat,Mamak - Abidinpaşa Mh.,3.0,1.0,Mamak
5459,18750,3+1,130,2. Kat,Etimesgut - Turkuaz Mh.,3.0,1.0,Etimesgut
5460,30000,3+1,110,1. Kat,Çankaya - Bahçelievler Mh.,3.0,1.0,Çankaya
5461,22000,3+1,125,1. Kat,Keçiören - Kavacık Subayevleri Mh.,3.0,1.0,Keçiören
5462,14000,3+1,135,4. Kat,Polatlı - Şentepe Mh.,3.0,1.0,Polatlı
5463,12500,3+1,120,8. Kat,Polatlı - Mehmet Akif Mh.,3.0,1.0,Polatlı
5464,22500,3+1,135,1. Kat,Keçiören - Şehit Kubilay Mh.,3.0,1.0,Keçiören
5465,10500,3+1,120,3. Kat,Polatlı - Cumhuriyet Mh.,3.0,1.0,Polatlı
5466,10500,3+1,115,2. Kat,Polatlı - Cumhuriyet Mh.,3.0,1.0,Polatlı
5467,18500,3+1,130,12. Kat,Polatlı - İstiklal Mh.,3.0,1.0,Polatlı
5468,18500,3+1,145,2. Kat,Polatlı - Şentepe Mh.,3.0,1.0,Polatlı
5469,10500,3+1,120,Düz Giriş (Zemin),Polatlı - İstiklal Mh.,3.0,1.0,Polatlı
5470,18000,3+1,125,3. Kat,Keçiören - 19 Mayıs Mh.,3.0,1.0,Keçiören
5471,19500,2+1,90,2. Kat,Çankaya - Umut Mh.,2.0,1.0,Çankaya
5472,15000,4+1,160,Yüksek giriş,Polatlı - Fatih Mh.,4.0,1.0,Polatlı
5473,23000,1+1,50,1. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5474,25000,3+1,140,8. Kat,Etimesgut - Yavuz Selim Mh.,3.0,1.0,Etimesgut
5475,37500,6+1,295,13. Kat,Yenimahalle - Turgut Özal Mh.,6.0,1.0,Yenimahalle
5476,20500,1+1,55,Kot 1 (-1). Kat,Yenimahalle - Turgut Özal Mh.,1.0,1.0,Yenimahalle
5477,18000,3+1,120,1. Kat,Altındağ - Aydınlıkevler Mh.,3.0,1.0,Altındağ
5478,15000,1+1,75,Yüksek giriş,Altındağ - Aydınlıkevler Mh.,1.0,1.0,Altındağ
5479,13500,3+1,130,3. Kat,Polatlı - Mehmet Akif Mh.,3.0,1.0,Polatlı
5480,20750,2+1,100,2. Kat,Keçiören - Şenlik Mh.,2.0,1.0,Keçiören
5481,12500,3+1,115,4. Kat,Polatlı - Zafer Mh.,3.0,1.0,Polatlı
5482,15000,3+1,110,Düz Giriş (Zemin),Çankaya - Arka Topraklık Mh.,3.0,1.0,Çankaya
5483,15000,3+1,130,3. Kat,Sincan - Tandoğan Mh.,3.0,1.0,Sincan
5484,17500,3+1,110,3. Kat,Altındağ - Aydınlıkevler Mh.,3.0,1.0,Altındağ
5485,15000,3+1,100,Kot 1 (-1). Kat,Yenimahalle - Işınlar Mh.,3.0,1.0,Yenimahalle
5486,12000,3+1,125,Düz Giriş (Zemin),Keçiören - Osmangazi Mh.,3.0,1.0,Keçiören
5487,55000,1+1,84,22. Kat,Çankaya - Çukurambar Mh.,1.0,1.0,Çankaya
5488,18000,3+1,130,3. Kat,Yenimahalle - Demetgül Mh.,3.0,1.0,Yenimahalle
5489,72000,2+1,138,18. Kat,Çankaya - Çukurambar Mh.,2.0,1.0,Çankaya
5490,16200,3+1,115,3. Kat,Keçiören - Kalaba Mh.,3.0,1.0,Keçiören
5491,25000,1+1,70,1. Kat,Çankaya - Oğuzlar Mh.,1.0,1.0,Çankaya
5492,35000,2+1,50,Düz Giriş (Zemin),Çankaya - Balgat Mh.,2.0,1.0,Çankaya
5493,30000,2+1,50,Düz Giriş (Zemin),Çankaya - Balgat Mh.,2.0,1.0,Çankaya
5494,30000,1+1,70,1. Kat,Çankaya - Oğuzlar Mh.,1.0,1.0,Çankaya
5495,18000,3+1,130,2. Kat,Sincan - Pınarbaşı Mh.,3.0,1.0,Sincan
5496,18000,3+1,110,8. Kat,Yenimahalle - Ergenekon Mh.,3.0,1.0,Yenimahalle
5497,19750,2+1,90,Kot 2 (-2). Kat,Çankaya - Arka Topraklık Mh.,2.0,1.0,Çankaya
5498,18000,3+1,125,3. Kat,Pursaklar - Saray Fatih Mh.,3.0,1.0,Pursaklar
5499,25500,6+1,250,3. Kat,Etimesgut - Süvari Mh.,6.0,1.0,Etimesgut
5500,18750,3+1,117,3. Kat,Sincan - Pınarbaşı Mh.,3.0,1.0,Sincan
5501,14000,2+1,110,4. Kat,Sincan - 29 Ekim Mh.,2.0,1.0,Sincan
5502,17500,1+1,60,1. Kat,Gölbaşı - Taşpınar Mh.,1.0,1.0,Gölbaşı
5503,15000,3+1,110,1. Kat,Mamak - Şirintepe Mh.,3.0,1.0,Mamak
5504,25500,3+1,125,2. Kat,Mamak - Demirlibahçe Mh.,3.0,1.0,Mamak
5505,19500,4+1,130,3. Kat,Keçiören - Yeşiltepe Mh.,4.0,1.0,Keçiören
5506,35000,2+1,85,3. Kat,Çankaya - Çamlıtepe Mh.,2.0,1.0,Çankaya
5507,45000,1+1,100,3. Kat,Çankaya - Oran Mh.,1.0,1.0,Çankaya
5508,26500,3+1,135,5. Kat,Çankaya - Zafertepe Mh.,3.0,1.0,Çankaya
5509,30000,1+1,70,3. Kat,Çankaya - Yukarı Dikmen Mh.,1.0,1.0,Çankaya
5510,16000,3+1,125,2. Kat,Mamak - General Zeki Doğan Mh.,3.0,1.0,Mamak
5511,21000,1+1,40,8. Kat,Çankaya - Çamlıtepe Mh.,1.0,1.0,Çankaya
5512,20000,1+1,65,1. Kat,Çankaya - Meşrutiyet Mh.,1.0,1.0,Çankaya
5513,28000,1+1,45,2. Kat,Çankaya - Büyükesat Mh.,1.0,1.0,Çankaya
5514,22000,1+1,35,8. Kat,Çankaya - Çamlıtepe Mh.,1.0,1.0,Çankaya
5515,18000,3+1,110,2. Kat,Keçiören - Aşağı Eğlence Mh.,3.0,1.0,Keçiören
5516,23000,3+1,130,1. Kat,Keçiören - Yayla Mh.,3.0,1.0,Keçiören
5517,18000,3+1,125,3. Kat,Keçiören - İncirli Mh.,3.0,1.0,Keçiören
5518,23000,3+1,130,Yüksek giriş,Keçiören - Yayla Mh.,3.0,1.0,Keçiören
5519,30000,1+1,67,7. Kat,Çankaya - Konutkent Mh.,1.0,1.0,Çankaya
5520,12000,3+1,140,Kot 3 (-3). Kat,Polatlı - Cumhuriyet Mh.,3.0,1.0,Polatlı
5521,21500,3+1,130,2. Kat,Etimesgut - Elvan Mh.,3.0,1.0,Etimesgut
5522,20000,3+1,135,1. Kat,Keçiören - Yayla Mh.,3.0,1.0,Keçiören
5523,16000,3+1,135,4. Kat,Keçiören - Osmangazi Mh.,3.0,1.0,Keçiören
5524,35000,4+1,175,7. Kat,Sincan - Törekent Mh.,4.0,1.0,Sincan
5525,16000,3+1,90,Düz Giriş (Zemin),Çankaya - Malazgirt Mh.,3.0,1.0,Çankaya
5526,30500,5+1,270,3. Kat,Çankaya - Aşıkpaşa Mh.,5.0,1.0,Çankaya
5527,25500,5+1,270,3. Kat,Çankaya - Aşıkpaşa Mh.,5.0,1.0,Çankaya
5528,30000,1+1,80,Yüksek giriş,Çankaya - Aziziye Mh.,1.0,1.0,Çankaya
5529,42000,4+1,200,14. Kat,Çankaya - Alacaatlı Mh.,4.0,1.0,Çankaya
5530,12000,4+1,130,Bahçe dublex,Mamak - Bahçeleriçi Mh.,4.0,1.0,Mamak
5531,23500,3+1,130,1. Kat,Keçiören - Yayla Mh.,3.0,1.0,Keçiören
5532,12000,3+1,150,7. Kat,Sincan - Alcı Mh.,3.0,1.0,Sincan
5533,10000,3+1,150,9. Kat,Sincan - Alcı Mh.,3.0,1.0,Sincan
5534,25000,3+1,140,1. Kat,Mamak - Harman Mh.,3.0,1.0,Mamak
5535,19500,2+1,105,4. Kat,Polatlı - İstiklal Mh.,2.0,1.0,Polatlı
5536,27500,2+1,110,1. Kat,Polatlı - Gazi Mh.,2.0,1.0,Polatlı
5537,11500,2+1,70,Düz Giriş (Zemin),Etimesgut - Topçu Mh.,2.0,1.0,Etimesgut
5538,12500,2+1,85,3. Kat,Mamak - Saimekadın Mh.,2.0,1.0,Mamak
5539,21000,3+1,130,1. Kat,Keçiören - Hisar Mh.,3.0,1.0,Keçiören
5540,14500,3+1,120,Yüksek giriş,Sincan - Malazgirt Mh.,3.0,1.0,Sincan
5541,25000,3+1,110,1. Kat,Mamak - Abidinpaşa Mh.,3.0,1.0,Mamak
5542,21000,3+1,110,4. Kat,Mamak - Saimekadın Mh.,3.0,1.0,Mamak
5543,15500,3+1,110,2. Kat,Sincan - Akşemsettin Mh.,3.0,1.0,Sincan
5544,16500,3+1,130,3. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5545,16500,3+1,130,2. Kat,Keçiören - Kuşcağız Mh.,3.0,1.0,Keçiören
5546,18000,3+1,130,3. Kat,Mamak - Şahintepe Mh.,3.0,1.0,Mamak
5547,18000,3+1,120,1. Kat,Mamak - Abidinpaşa Mh.,3.0,1.0,Mamak
5548,25000,4+1,250,1. Kat,Keçiören - Yükseltepe Mh.,4.0,1.0,Keçiören
5549,16500,3+1,115,Kot 1 (-1). Kat,Etimesgut - Topçu Mh.,3.0,1.0,Etimesgut
5550,25000,4+1,173,1. Kat,Mamak - Türközü Mh.,4.0,1.0,Mamak
5551,18000,2+1,90,Yüksek giriş,Mamak - Balkiraz Mh.,2.0,1.0,Mamak
5552,26000,3+1,125,Düz Giriş (Zemin),Mamak - Durali Alıç Mh.,3.0,1.0,Mamak
5553,37500,4+1,190,3. Kat,Çankaya - Hilal Mh.,4.0,1.0,Çankaya
5554,15500,3+1,130,Yüksek giriş,Sincan - Selçuklu Mh.,3.0,1.0,Sincan
5555,14500,3+1,130,Yüksek giriş,Sincan - Andiçen Mh.,3.0,1.0,Sincan
5556,18500,2+1,100,Bahçe katı,Etimesgut - Oğuzlar Mh.,2.0,1.0,Etimesgut
5557,14000,3+1,130,4. Kat,Sincan - Mareşal Çakmak Mh.,3.0,1.0,Sincan
5558,22500,4+1,180,2. Kat,Polatlı - Şehitlik Mh.,4.0,1.0,Polatlı
5559,10000,3+1,130,3. Kat,Polatlı - Yeni Mh.,3.0,1.0,Polatlı
5560,20000,3+1,125,3. Kat,Keçiören - İncirli Mh.,3.0,1.0,Keçiören
5561,15000,3+1,120,Yüksek giriş,Sincan - Fevzi Çakmak Mh.,3.0,1.0,Sincan
5562,16900,2+1,85,Kot 1 (-1). Kat,Mamak - Durali Alıç Mh.,2.0,1.0,Mamak
5563,21000,3+1,120,3. Kat,Çankaya - İlkadım Mh.,3.0,1.0,Çankaya
5564,28000,3+1,130,2. Kat,Çankaya - Harbiye Mh.,3.0,1.0,Çankaya
5565,19999,3+1,135,4. Kat,Sincan - Fevzi Çakmak Mh.,3.0,1.0,Sincan
5566,25500,1+1,65,29. Kat,Mamak - Ege Mh.,1.0,1.0,Mamak
5567,25750,2+1,100,3. Kat,Etimesgut - Eryaman Mh.,2.0,1.0,Etimesgut
5568,20500,3+1,135,2. Kat,Yenimahalle - Ata Mh.,3.0,1.0,Yenimahalle
5569,27500,3+1,135,1. Kat,Çankaya - Cevizlidere Mh.,3.0,1.0,Çankaya
5570,23500,1+1,45,2. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5571,38500,4+1,200,5. Kat,Etimesgut - Yeni Bağlıca Mh.,4.0,1.0,Etimesgut
5572,18750,1+1,70,1. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5573,18000,3+1,120,Yüksek giriş,Çankaya - Metin Akkuş Mh.,3.0,1.0,Çankaya
5574,18000,2+1,100,3. Kat,Etimesgut - 30 Ağustos Mh.,2.0,1.0,Etimesgut
5575,33500,3+1,165,3. Kat,Yenimahalle - Turgut Özal Mh.,3.0,1.0,Yenimahalle
5576,8500,3+1,125,4. Kat,Sincan - Hürriyet Mh.,3.0,1.0,Sincan
5577,27000,3+1,165,10. Kat,Yenimahalle - Turgut Özal Mh.,3.0,1.0,Yenimahalle
5578,25000,1+1,85,3. Kat,Gölbaşı - İncek Mh.,1.0,1.0,Gölbaşı
5579,40000,3+1,177,11. Kat,Çankaya - İlkbahar Mh.,3.0,1.0,Çankaya
5580,60000,3+1,160,4. Kat,Çankaya - Çankaya Mh.,3.0,1.0,Çankaya
5581,12500,3+1,110,Bahçe katı,Polatlı - Fatih Mh.,3.0,1.0,Polatlı
5582,17500,3+1,110,4. Kat,Keçiören - Yükseltepe Mh.,3.0,1.0,Keçiören
5583,46000,3+1,170,1. Kat,Çankaya - İlkbahar Mh.,3.0,1.0,Çankaya
5584,40000,3+1,160,11. Kat,Çankaya - Ümit Mh.,3.0,1.0,Çankaya
